STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,CURRENCY,Currency,BASE_PER,Base period,METHODOLOGY,Methodology,DECIMALS,Decimals,PRICE_BASE,Price base,ADJUSTMENT,Adjustment
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,JPN,Japan,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,-0.168448096172966,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,JPN,Japan,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,1.05424789477831,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,JPN,Japan,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.60998795547232,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,JPN,Japan,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,0.753396536868621,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ITA,Italy,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.922770854956951,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ITA,Italy,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,0.783029393779543,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ITA,Italy,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.539599605203463,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ITA,Italy,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.530213815573717,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ITA,Italy,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,0.56885526249792,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISL,Iceland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,5.06760406757508,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISL,Iceland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,-1.28288300338862,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISL,Iceland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,1.27947331413002,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISL,Iceland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.59292540910432,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISL,Iceland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.20345594994835,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,FRA,France,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,1.62085144151406,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,FRA,France,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.10462306210302,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,FRA,France,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.939379134167112,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,FRA,France,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.651790869970171,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,FRA,France,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,0.815280016142864,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,BEL,Belgium,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,1.56123588655595,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,BEL,Belgium,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.09777325812126,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,BEL,Belgium,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.983117967125906,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,BEL,Belgium,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.705799884972748,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,BEL,Belgium,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.07551929534785,,,,PA,Percent per annum,0,Units,,,2020,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,COL,Colombia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.841819555752039,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,COL,Colombia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.49330728771056,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,COL,Colombia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,2.56988252893149,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,COL,Colombia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,2.39744409602572,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,COL,Colombia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.06163193130557,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,AUT,Austria,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,-0.786244180021924,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,AUT,Austria,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,-0.659089738313369,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,AUT,Austria,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.615747306152286,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,AUT,Austria,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.728134539321729,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,AUT,Austria,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.14265715585279,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LUX,Luxembourg,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.0929608643639739,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LUX,Luxembourg,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,0.34762276366159,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LUX,Luxembourg,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.622541497614378,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LUX,Luxembourg,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.730600698146944,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LUX,Luxembourg,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.27841418005198,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,FIN,Finland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,-1.28970664815137,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,FIN,Finland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,0.374118557335535,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,FIN,Finland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.172565577109225,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,FIN,Finland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.831954958650812,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,FIN,Finland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.1919647788789,,,,PA,Percent per annum,0,Units,,,2015,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,AUS,Australia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,2.06515466065265,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,AUS,Australia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.06582759227499,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,AUS,Australia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,1.9858069138855,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,AUS,Australia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.94739379230805,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,AUS,Australia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.84413836327273,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CHL,Chile,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.781526399929433,,,,PA,Percent per annum,0,Units,,,2018,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CHL,Chile,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,2.58960056430638,,,,PA,Percent per annum,0,Units,,,2018,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CHL,Chile,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,2.5968833948172,,,,PA,Percent per annum,0,Units,,,2018,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CHL,Chile,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.65045761330028,,,,PA,Percent per annum,0,Units,,,2018,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CHL,Chile,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.45363006220892,,,,PA,Percent per annum,0,Units,,,2018,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CRI,Costa Rica,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,4.79187739241502,,,,PA,Percent per annum,0,Units,,,2022,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CRI,Costa Rica,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,4.08292433275795,,,,PA,Percent per annum,0,Units,,,2022,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CRI,Costa Rica,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,4.56033549454756,,,,PA,Percent per annum,0,Units,,,2022,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CRI,Costa Rica,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,3.47434711031975,,,,PA,Percent per annum,0,Units,,,2022,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CRI,Costa Rica,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,3.43672224815163,,,,PA,Percent per annum,0,Units,,,2022,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,-2.5674734779697,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,2.53597412070742,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,12.3947655261668,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,-1.03545077688906,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.94962181215941,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NZL,New Zealand,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,2.06643006514209,,,,PA,Percent per annum,0,Units,,,2009,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NZL,New Zealand,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,-0.325182958748911,,,,PA,Percent per annum,0,Units,,,2009,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NZL,New Zealand,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.462932368745982,,,,PA,Percent per annum,0,Units,,,2009,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NZL,New Zealand,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.40786974010857,,,,PA,Percent per annum,0,Units,,,2009,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NZL,New Zealand,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.23134514349414,,,,PA,Percent per annum,0,Units,,,2009,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SVN,Slovenia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,2.37583165578889,,,,PA,Percent per annum,0,Units,,,2010,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SVN,Slovenia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.7313971455587,,,,PA,Percent per annum,0,Units,,,2010,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SVN,Slovenia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,1.05993105372447,,,,PA,Percent per annum,0,Units,,,2010,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SVN,Slovenia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.92907442006658,,,,PA,Percent per annum,0,Units,,,2010,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SVN,Slovenia,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.23444730090858,,,,PA,Percent per annum,0,Units,,,2010,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CAN,Canada,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,1.95308549811914,,,,PA,Percent per annum,0,Units,,,2017,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CAN,Canada,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,2.04626608033469,,,,PA,Percent per annum,0,Units,,,2017,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CAN,Canada,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,1.74268534332855,,,,PA,Percent per annum,0,Units,,,2017,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CAN,Canada,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.15664600311551,,,,PA,Percent per annum,0,Units,,,2017,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,CAN,Canada,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.6865854732046,,,,PA,Percent per annum,0,Units,,,2017,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SWE,Sweden,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.025383362595278,,,,PA,Percent per annum,0,Units,,,2024,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SWE,Sweden,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,0.975312608015486,,,,PA,Percent per annum,0,Units,,,2024,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SWE,Sweden,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,1.80808470430124,,,,PA,Percent per annum,0,Units,,,2024,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SWE,Sweden,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.8990478016776,,,,PA,Percent per annum,0,Units,,,2024,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,SWE,Sweden,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,2.5437358750964,,,,PA,Percent per annum,0,Units,,,2024,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NOR,Norway,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,0.352689446197743,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NOR,Norway,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.42372656427166,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NOR,Norway,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,1.08527085678261,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NOR,Norway,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,1.30861567039713,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,NOR,Norway,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.16942950735084,,,,PA,Percent per annum,0,Units,,,2023,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,MEX,Mexico,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2023,,3.11074314056198,,,,PA,Percent per annum,0,Units,,,2018,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,MEX,Mexico,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2024,,1.11404886439192,,,,PA,Percent per annum,0,Units,,,2018,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,MEX,Mexico,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2025,,0.790892965481376,,,,PA,Percent per annum,0,Units,,,2018,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,MEX,Mexico,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2026,,0.806250767725231,,,,PA,Percent per annum,0,Units,,,2018,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,MEX,Mexico,GDPV_ANNPCT,"Gross domestic product, volume, growth",A,Annual,2027,,1.79444525774765,,,,PA,Percent per annum,0,Units,,,2018,,,,2,Two,,,,
